comm24,baseTime,hrs,output
1,1,24,0
0,64,24,0
1,69,24,0
9,8,24,2
0,62,24,0
0,43,24,0
0,53,24,4
0,66,24,0
0,64,24,0
4,14,24,0
0,0,24,16
4,42,24,1
0,67,24,0
0,56,24,0
0,69,24,0
0,52,24,0
0,57,24,0
0,26,24,0
2,30,24,0
0,41,24,0
1,28,24,0
2,9,24,2
0,36,24,0
0,0,24,7
0,12,24,0
4,11,24,4
0,30,24,0
0,18,24,0
0,24,24,0
0,12,24,0
0,50,24,0
0,0,24,1
0,24,24,0
0,30,24,0
1,8,24,1
1,3,24,0
0,29,24,0
0,58,24,0
0,51,24,0
0,35,24,0
2,26,24,1
0,40,24,0
0,38,24,0
0,6,24,1
0,24,24,0
4,8,24,0
3,15,24,5
1,18,24,0
0,50,24,0
2,12,24,1
0,48,24,0
1,45,24,0
0,14,24,0
0,22,24,0
7,7,24,4
1,38,24,0
3,28,24,0
2,25,24,0
0,71,24,0
0,60,24,0
0,59,24,0
2,18,24,0
0,31,24,0
0,0,24,1
0,5,24,0
1,21,24,0
0,62,24,0
0,1,24,2
0,0,24,0
0,53,24,0
0,57,24,0
0,31,24,0
0,1,24,0
0,33,24,0
0,72,24,0
2,15,24,0
0,48,24,0
4,31,24,5
0,49,24,0
0,65,24,0
0,55,24,0
1,14,24,0
0,0,24,1
0,21,24,0
0,68,24,0
0,0,24,0
0,51,24,0
0,34,24,0
0,32,24,0
0,51,24,0
1,29,24,0
0,44,24,0
0,65,24,0
0,68,24,0
0,38,24,0
0,36,24,0
2,37,24,0
0,54,24,0
2,65,24,0
2,34,24,0
2,35,24,0
0,3,24,0
0,71,24,0
0,70,24,0
0,50,24,0
1,29,24,0
2,47,24,0
0,67,24,0
0,52,24,0
0,47,24,0
0,53,24,0
2,49,24,0
2,8,24,1
1,66,24,0
0,65,24,0
1,64,24,0
1,18,24,1
0,0,24,3
0,36,24,0
0,0,24,5
4,26,24,0
0,13,24,1
7,7,24,4
1,24,24,0
0,1,24,1
1,31,24,0
0,42,24,0
0,57,24,0
1,32,24,0
0,61,24,0
3,44,24,0
0,28,24,0
1,26,24,1
5,4,24,3
4,16,24,2
0,20,24,0
2,13,24,0
0,40,24,0
1,20,24,0
13,16,24,0
0,64,24,0
0,36,24,0
6,19,24,0
1,27,24,0
1,42,24,1
0,6,24,0
0,56,24,0
1,17,24,0
0,6,24,17
0,28,24,0
0,56,24,0
0,47,24,0
0,58,24,0
0,33,24,0
1,29,24,0
0,0,24,1
1,25,24,0
0,2,24,1
2,35,8,0
0,49,24,0
0,40,24,0
0,0,24,0
0,52,24,0
0,65,24,0
0,13,24,0
0,43,24,0
0,52,24,0
0,60,24,0
0,53,24,0
0,53,24,0
0,72,24,0
0,14,24,0
0,46,24,0
0,60,24,0
0,72,24,0
0,41,24,0
0,8,24,0
0,33,24,0
0,66,24,0
0,32,24,0
0,20,24,0
0,32,24,1
1,16,24,0
0,52,24,0
0,60,24,0
0,71,24,0
0,38,24,0
1,12,24,0
0,52,24,0
0,64,24,0
0,43,24,0
1,34,24,0
0,3,24,0
0,54,24,0
0,21,24,0
0,1,24,0
0,13,24,0
0,70,24,0
0,27,24,1
0,68,24,0
1,45,24,0
0,60,24,0
1,23,24,0
0,29,24,0
0,16,24,0
0,22,24,0
0,2,24,0
0,44,24,0
0,44,24,0
1,45,24,0
0,38,24,0
0,55,24,0
0,15,24,0
0,62,24,0
0,51,24,0
0,72,24,0
0,14,24,0
0,50,24,0
0,44,24,0
0,21,24,0
0,56,24,0
0,24,24,0
0,3,24,0
0,16,24,0
0,35,24,0
0,53,24,1
0,3,24,1
0,55,24,0
2,15,24,0
0,23,24,0
0,47,24,0
0,43,24,0
0,9,24,0
1,24,24,0
0,34,24,0
0,31,24,0
0,43,24,0
0,12,24,0
0,57,24,0
3,9,24,2
0,59,24,0
0,7,24,0
4,10,24,0
0,50,24,0
0,65,24,0
0,8,24,0
0,3,24,2
0,49,24,0
0,63,24,0
0,35,24,0
0,21,24,0
0,40,24,0
0,47,24,0
0,19,24,0
0,6,24,0
0,18,24,0
0,61,24,0
0,0,24,0
0,54,24,0
1,20,24,0
0,55,24,0
0,12,24,0
0,40,24,0
0,37,24,0
0,49,24,0
1,11,24,0
0,67,24,0
0,58,24,0
1,40,24,0
1,29,24,0
0,72,24,0
1,40,24,0
0,41,24,0
0,62,24,0
1,17,24,0
0,35,24,0
0,16,24,0
2,16,24,0
0,17,24,0
0,41,24,0
1,8,24,3
0,18,24,0
0,26,24,0
0,57,24,0
0,4,24,0
0,10,24,0
0,44,24,0
0,62,24,0
0,70,24,0
0,39,24,0
1,1,24,1
0,40,24,0
0,33,24,0
0,14,24,1
0,67,24,0
0,32,24,0
0,16,24,0
0,55,24,0
0,16,24,0
0,71,24,0
0,24,24,0
0,6,24,0
1,5,24,0
2,5,24,0
0,23,24,0
0,45,24,0
0,5,24,0
0,44,15,0
1,18,24,0
0,19,16,0
0,60,24,0
4,37,24,2
3,3,24,7
0,14,24,0
20,40,22,3
20,36,14,4
46,39,7,2
142,25,20,17
15,41,2,1
169,14,24,37
0,5,24,0
0,71,24,0
1,23,24,0
0,3,24,0
0,46,24,0
1,21,24,0
0,68,24,0
0,53,24,0
0,71,24,1
0,30,24,0
0,2,24,0
0,57,24,0
0,11,24,0
0,1,24,0
0,53,24,0
0,50,24,0
0,57,24,0
0,58,24,0
0,64,24,0
0,26,24,0
0,68,24,1
2,6,24,0
0,42,24,0
12,6,24,0
1,31,24,0
1,61,24,0
5,14,24,1
2,31,24,0
1,67,24,0
0,69,24,0
2,46,24,0
0,23,24,0
1,47,24,0
0,47,24,0
1,13,24,0
0,60,24,0
1,16,24,0
0,64,24,0
0,64,24,0
0,12,24,0
8,20,24,1
0,61,24,0
17,30,24,1
0,70,24,0
4,17,24,1
0,38,24,1
0,53,24,0
0,48,24,0
0,0,24,2
0,54,24,0
2,7,24,1
0,45,24,0
4,17,24,0
0,58,24,0
2,24,24,0
3,38,24,0
0,52,24,0
0,39,24,0
0,56,24,0
2,1,24,2
3,8,24,0
0,44,24,0
0,18,24,0
2,4,24,9
1,39,24,0
0,63,24,0
0,51,24,0
0,58,24,0
0,67,24,0
2,31,24,0
0,15,24,0
2,1,24,1
0,58,24,1
0,1,24,0
12,34,24,0
2,3,24,1
2,1,24,3
0,47,24,0
3,7,24,2
1,4,24,0
0,35,24,0
0,71,24,0
0,12,24,0
0,48,24,0
1,19,24,0
2,25,24,0
0,15,24,1
0,69,24,0
4,27,24,0
1,49,24,0
1,33,24,0
0,50,24,0
0,55,24,0
0,64,24,1
0,55,24,0
1,29,24,0
0,25,24,0
5,29,24,0
7,22,24,0
10,17,24,0
3,39,24,0
12,17,24,0
0,59,24,1
8,23,24,1
0,64,24,0
0,18,24,0
0,1,24,0
0,29,24,0
1,38,24,0
0,31,24,0
0,23,24,0
0,50,24,0
0,56,24,0
0,65,24,0
1,17,24,0
0,9,24,1
0,64,24,0
0,0,24,19
0,70,24,0
0,53,24,0
7,25,24,1
1,13,24,0
0,46,24,1
0,62,24,0
6,6,24,3
1,49,24,1
0,64,24,0
0,50,24,0
0,69,24,0
2,20,24,0
0,50,24,0
2,43,24,0
12,44,24,3
0,41,24,1
1,35,24,1
0,35,24,0
1,21,24,0
0,37,24,0
0,57,24,0
0,46,24,0
4,11,24,2
2,40,24,1
0,3,24,0
5,18,24,1
4,6,24,2
0,66,24,0
3,28,24,0
2,2,24,8
2,42,24,0
0,57,24,0
0,49,24,0
0,19,24,1
0,67,24,0
1,14,24,0
0,10,24,0
2,50,24,0
1,7,24,2
0,13,24,1
0,64,24,0
0,0,24,6
1,30,24,0
1,58,24,0
1,8,24,1
1,39,24,0
8,26,24,1
0,61,24,0
0,57,24,0
0,7,24,1
1,7,24,1
0,0,24,7
1,43,24,0
2,10,24,0
0,41,24,0
3,18,24,1
1,63,24,0
0,43,24,0
3,25,24,0
4,38,24,0
0,68,24,0
0,71,24,0
0,40,24,0
0,66,24,0
2,44,24,0
0,62,24,0
0,52,24,0
0,53,24,0
4,51,24,0
1,58,24,0
1,47,24,1
0,65,24,0
0,32,24,0
0,51,24,0
0,7,24,0
1,55,24,0
0,62,24,0
2,11,24,0
0,48,24,0
1,18,24,0
1,67,2,0
0,64,2,0
0,51,12,0
0,1,24,1
2,45,1,0
0,0,24,2
5,35,5,0
0,24,24,0
0,29,24,0
0,36,24,0
0,31,24,0
0,52,24,0
19,7,24,9
0,37,24,0
0,66,24,0
1,36,24,0
0,28,24,0
0,65,24,0
1,1,24,2
2,44,24,0
1,46,24,0
8,15,24,2
0,55,24,0
0,59,24,0
0,69,24,0
1,9,24,0
0,71,24,1
1,3,24,1
1,9,24,0
0,47,24,0
0,71,24,0
2,39,24,0
0,28,24,0
6,36,24,1
0,61,24,0
0,1,24,2
6,2,24,6
1,72,24,0
0,11,24,0
0,42,24,0
0,48,24,0
0,30,24,0
0,42,24,0
0,50,24,0
0,62,24,0
0,58,24,0
0,17,24,0
0,31,24,0
0,26,24,0
0,26,24,0
2,18,24,0
0,52,24,0
0,55,24,0
0,43,24,0
0,14,24,0
0,68,24,0
0,69,24,0
3,48,24,2
1,18,24,0
2,22,24,1
1,48,24,0
0,66,24,0
0,67,24,0
3,1,24,2
0,62,24,0
3,9,24,0
6,9,24,1
0,64,24,0
0,25,24,0
0,1,24,0
0,4,24,0
0,27,24,0
1,45,24,0
0,50,24,0
9,11,24,0
0,43,24,0
0,1,24,6
0,40,24,0
1,20,24,0
1,40,24,0
1,23,24,0
0,33,24,0
0,64,24,0
2,28,24,0
0,40,24,0
0,52,24,0
14,19,24,1
0,70,24,0
0,59,24,0
0,68,24,0
1,15,24,0
11,4,24,4
3,29,24,0
0,51,24,0
0,14,24,0
0,68,24,0
0,39,24,0
1,20,24,0
2,7,24,0
0,43,24,0
1,30,24,0
2,47,24,1
0,59,24,0
0,40,24,0
8,3,24,0
0,63,24,0
0,48,24,0
0,61,24,0
0,47,24,0
8,11,24,1
1,3,24,1
3,7,24,1
0,23,24,2
0,40,24,0
2,23,24,0
0,14,24,0
0,49,24,0
2,12,24,0
0,65,24,1
0,27,24,0
0,52,24,0
0,24,24,0
0,24,24,0
0,66,24,0
0,53,24,0
0,66,24,0
0,17,24,0
0,69,24,0
0,69,24,0
0,25,24,0
0,56,24,0
0,1,24,0
0,11,24,0
0,1,24,0
0,30,24,0
0,36,24,0
0,43,24,0
0,26,24,0
0,65,24,0
0,25,24,0
0,50,24,0
0,7,24,0
0,71,24,0
0,29,24,0
0,65,24,0
0,29,24,0
0,23,24,0
0,60,24,0
0,37,24,0
0,25,24,0
0,0,24,0
0,41,24,0
0,64,24,0
0,57,24,0
0,47,24,0
0,3,24,0
0,22,24,0
0,1,24,0
0,48,24,0
0,72,24,0
0,16,24,0
0,1,24,0
2,18,24,0
0,0,24,0
0,53,24,0
0,61,24,0
0,2,24,0
0,35,24,0
5,12,24,0
0,24,24,0
5,35,24,0
2,22,24,0
0,56,24,0
0,44,24,0
0,37,24,0
0,52,24,0
2,29,24,0
0,38,24,0
0,33,24,0
15,24,24,2
0,15,24,0
2,49,24,0
0,72,24,0
1,27,24,0
0,0,24,0
0,50,24,0
0,21,24,0
0,4,24,0
5,3,24,7
0,71,24,0
0,65,24,0
8,18,24,2
0,46,24,0
0,63,24,0
0,23,24,0
0,47,24,0
0,40,24,0
0,59,24,0
0,57,24,0
0,26,24,0
0,32,24,0
0,57,24,0
0,42,24,0
0,70,24,0
1,27,24,0
0,41,24,0
6,59,24,3
0,36,24,0
0,51,24,0
0,71,24,0
0,70,24,0
0,41,24,0
0,60,24,0
1,2,24,0
0,44,24,2
0,60,24,0
0,72,24,0
0,17,24,0
0,32,24,0
0,69,24,0
0,25,24,1
1,12,24,0
0,7,24,0
0,37,24,0
1,25,24,0
0,10,24,0
1,26,24,0
0,72,24,0
0,48,24,0
3,16,24,0
0,43,24,1
0,25,24,0
0,56,24,0
0,70,24,0
0,62,24,0
0,61,24,0
3,14,24,0
0,50,24,0
0,59,24,0
0,55,24,0
0,4,24,0
1,16,24,0
0,51,24,0
1,64,24,0
0,55,24,3
0,39,24,0
0,1,24,0
0,7,24,0
0,66,24,0
0,64,24,0
0,23,24,0
1,25,24,1
5,43,24,2
0,53,24,0
0,21,24,0
0,52,24,0
5,34,24,0
0,60,24,0
139,43,24,26
5,52,24,0
58,17,24,3
5,55,24,1
0,31,24,0
57,9,24,15
1263,17,24,119
1,69,24,2
3,53,24,1
36,6,24,5
13,54,24,5
15,65,24,8
208,32,24,21
7,57,24,0
100,21,24,8
166,25,24,15
8,40,24,1
40,8,24,4
58,30,24,8
14,34,24,2
308,11,24,170
1,57,24,0
269,14,24,92
26,7,24,11
7,47,24,1
100,5,24,25
0,66,24,0
23,2,24,22
11,50,24,1
4,50,24,2
59,32,24,5
1,70,24,0
130,28,24,7
317,23,24,27
560,29,24,68
5,41,24,0
0,58,24,0
294,20,24,65
3,72,24,3
149,45,24,24
10,60,24,0
216,10,24,113
222,18,24,37
2,72,24,1
142,10,24,37
0,0,24,94
77,10,24,46
21,35,24,1
3,61,24,0
13,55,24,10
726,11,24,161
32,35,24,4
82,15,24,17
8,25,24,1
209,7,24,114
136,28,24,13
30,11,24,6
2,66,24,0
83,9,24,38
12,38,24,2
74,28,24,3
127,20,24,23
150,17,24,17
169,15,24,14
241,2,24,735
56,30,24,2
116,23,24,6
1,52,24,0
222,23,24,16
1,63,24,0
9,62,24,2
4,46,24,1
9,54,24,4
13,44,24,8
4,52,24,1
5,42,24,1
45,44,24,3
149,17,24,17
2,71,24,0
2,39,24,1
48,17,24,13
46,30,24,27
19,35,24,3
345,10,24,284
72,37,24,15
4,61,24,2
194,33,24,55
23,35,24,4
38,37,24,9
45,41,24,4
59,4,24,49
12,55,24,0
36,17,24,0
21,44,24,12
37,36,24,24
43,49,24,10
19,40,24,3
148,21,24,4
30,30,24,10
94,48,24,33
10,59,24,1
251,16,24,68
96,9,24,59
1,71,24,0
17,70,24,1
19,29,24,7
52,27,24,10
60,14,24,15
4,63,24,0
25,2,24,20
24,41,24,7
75,4,24,37
41,35,24,11
154,30,24,16
258,23,24,50
2,40,24,0
0,45,24,0
0,71,24,0
0,43,24,0
0,68,24,0
1,27,24,0
0,0,24,0
0,69,24,0
0,44,24,0
0,69,24,0
0,43,24,0
0,24,24,0
0,68,24,0
0,68,24,0
0,56,24,0
0,3,24,0
0,12,24,0
0,27,24,0
0,12,24,0
0,51,24,0
0,30,24,0
1,11,24,0
0,11,24,0
0,15,24,0
0,52,24,0
0,33,24,0
0,29,24,0
0,41,24,0
0,38,24,0
1,63,24,1
0,22,24,0
0,28,24,0
2,28,24,2
0,43,24,0
1,18,24,0
0,39,24,0
0,57,24,0
0,55,24,0
0,67,24,0
3,21,24,0
0,63,24,0
0,37,24,0
0,59,24,0
0,51,24,0
0,30,24,0
0,39,24,0
4,19,24,0
3,15,24,0
0,28,24,0
0,67,24,0
0,22,24,0
0,30,24,0
0,37,24,0
0,44,24,0
0,60,24,0
0,66,24,0
0,4,24,0
0,69,24,0
0,52,24,0
5,25,24,0
0,48,24,0
1,35,24,1
0,71,24,0
0,53,24,0
2,9,24,1
0,42,24,1
0,38,24,0
0,39,24,0
0,44,24,0
0,47,24,0
1,39,24,0
0,53,24,0
1,2,24,0
0,59,24,0
0,35,24,0
0,64,24,0
0,65,24,0
0,54,24,0
8,9,24,10
0,46,24,0
3,14,24,0
3,57,24,0
3,47,24,2
0,41,24,0
2,50,24,1
0,69,24,0
3,45,24,0
3,68,24,0
0,0,24,36
1,56,24,0
2,66,24,0
14,14,24,1
6,18,24,0
7,18,24,0
14,11,24,8
8,23,24,1
0,32,24,0
2,45,24,0
6,50,24,3
2,51,24,2
4,55,24,3
0,62,24,0
16,43,24,8
2,27,24,0
30,19,24,2
3,38,24,0
0,60,24,0
213,20,24,85
61,24,24,17
1,62,24,1
18,16,24,3
52,7,24,43
1,49,24,0
21,45,24,6
7,36,24,2
23,51,11,3
3,34,24,0
7,7,24,3
0,9,24,0
0,65,24,0
0,33,24,0
0,9,24,0
0,60,24,0
0,68,24,0
0,70,24,0
0,65,24,0
0,46,24,0
0,56,24,0
0,72,24,0
0,58,24,0
0,50,24,0
0,2,24,0
0,60,24,0
0,4,24,0
0,45,24,0
0,18,24,0
1,56,24,0
0,16,24,0
1,39,24,0
0,29,24,1
0,69,24,0
0,24,24,0
0,54,24,0
0,72,24,0
0,38,24,0
0,20,24,0
0,36,24,0
0,21,24,0
0,52,24,0
0,59,24,0
0,52,24,0
0,12,24,0
0,56,24,0
0,22,24,1
0,0,24,1
0,7,24,0
0,46,24,0
0,30,24,0
40,20,24,1
49,12,24,3
18,27,24,0
0,32,24,0
0,56,24,0
9,40,24,0
0,36,24,0
53,20,24,13
76,33,24,20
25,4,24,13
10,17,24,4
1,58,24,0
1,49,24,0
41,15,24,1
1,38,24,0
57,6,24,27
15,20,24,0
5,5,24,2
28,3,24,7
0,53,24,1
6,4,24,4
2,61,24,0
13,27,24,1
3,31,24,1
11,11,24,5
0,58,24,0
7,33,24,0
33,15,24,5
6,37,24,0
10,30,24,0
3,46,24,0
1,45,24,0
13,20,24,1
0,72,24,0
16,25,24,1
0,57,24,0
0,66,24,0
0,62,24,0
5,30,24,0
3,25,24,1
14,2,24,9
62,14,24,10
0,51,24,0
9,5,24,4
2,46,24,0
1,41,24,0
1,71,24,0
12,18,24,0
13,15,24,0
0,42,24,1
3,41,24,0
8,27,24,1
3,70,24,0
0,48,24,1
0,50,24,0
162,28,24,29
3,38,24,1
8,40,24,4
52,5,24,20
17,3,24,14
5,9,24,2
11,27,24,1
3,46,24,0
0,69,24,0
0,41,24,0
12,20,24,3
102,19,24,6
1,56,24,0
6,43,24,2
2,55,24,0
1,39,24,1
1,62,24,0
1,26,24,1
0,67,24,0
1,37,24,0
2,42,24,0
9,27,24,0
25,2,24,22
1,5,24,2
41,6,24,21
11,15,24,0
23,34,24,2
3,38,24,0
2,7,24,2
58,11,24,17
65,14,24,15
11,3,24,12
0,57,24,0
2,24,24,0
2,26,24,0
5,24,24,0
1,29,24,0
1,60,24,1
3,10,24,1
1,31,24,0
1,35,24,0
5,38,24,1
3,7,24,3
0,61,24,0
8,6,24,3
0,58,24,0
6,20,24,1
1,43,24,0
4,15,24,3
0,59,24,0
1,69,24,0
2,48,24,0
4,14,24,0
21,29,24,1
0,0,24,3
0,65,24,0
43,6,24,15
2,8,24,2
16,5,24,37
25,29,24,2
0,53,24,0
0,69,24,0
4,8,24,2
0,50,24,0
8,47,24,0
0,70,24,0
0,62,24,0
1,45,24,0
3,33,24,0
32,27,24,1
3,54,24,0
33,18,24,4
109,17,24,9
0,69,24,0
1,14,24,1
51,7,24,11
0,37,24,0
8,17,24,3
0,62,24,0
0,60,24,0
1,72,24,0
1,47,24,0
7,7,24,0
50,22,24,3
14,40,24,0
0,56,24,0
0,53,24,0
0,30,24,0
0,32,24,0
0,72,24,0
0,59,24,0
0,60,24,0
19,31,24,5
69,21,24,8
0,54,24,0
0,47,24,0
0,39,24,0
59,17,24,8
4,24,24,3
5,39,24,0
12,39,24,5
2,22,24,0
38,32,24,5
17,9,24,5
4,53,24,0
4,19,24,0
0,69,24,0
0,44,24,0
0,37,24,0
0,58,24,0
1,60,24,0
21,3,24,6
6,42,24,2
2,57,24,0
0,26,24,0
5,36,24,0
4,47,24,0
3,63,24,0
4,6,24,1
0,54,24,0
1,48,24,0
7,30,24,3
3,14,24,0
0,66,24,0
5,27,24,0
0,35,24,0
0,41,24,0
0,56,24,0
87,7,24,22
155,26,24,12
0,55,24,2
0,65,24,1
2,61,24,0
98,4,24,45
11,29,24,1
0,44,24,0
2,54,24,0
1,70,24,0
10,38,24,2
1,65,24,0
45,1,24,220
33,25,24,3
63,5,24,43
1,58,24,0
0,70,24,0
3,55,24,0
224,6,24,91
78,21,24,7
48,15,24,4
66,28,24,5
47,18,24,2
1,47,24,0
11,41,24,3
156,23,24,3
8,43,24,3
0,59,24,0
7,55,24,1
0,66,24,0
5,11,24,0
113,16,24,19
42,14,24,4
51,6,24,18
51,19,24,1
1,60,24,0
7,30,24,0
10,33,24,0
4,38,24,0
4,47,24,3
82,27,24,9
142,21,24,2
2,23,24,0
115,19,24,0
1,37,24,0
0,46,24,0
6,5,24,8
0,69,24,0
0,65,24,0
8,3,24,4
4,39,24,1
18,1,24,31
1,70,24,0
29,65,24,3
2,51,24,1
4,45,24,0
124,26,24,21
29,21,24,4
3,62,24,0
6,49,24,0
1,71,24,0
17,21,24,0
3,12,24,2
0,71,24,0
1,4,24,5
20,1,24,20
6,47,24,0
45,12,24,3
25,38,24,6
55,20,24,2
0,52,24,0
0,64,24,0
490,24,24,23
442,19,24,47
7,46,24,0
3,49,24,0
9,26,24,1
1,45,24,0
0,3,24,0
0,27,24,0
2,14,24,0
1,44,24,0
1,40,24,0
1,54,24,0
0,2,24,0
1,48,24,0
3,41,24,0
14,19,24,0
656,8,24,104
39,12,24,2
9,3,24,7
5,45,24,3
0,0,24,58
2,66,24,0
0,54,24,1
0,60,24,0
0,56,24,0
2,24,24,0
290,22,24,14
226,15,24,20
9,1,24,15
111,21,24,3
22,13,24,4
0,0,24,222
2,31,24,0
0,57,24,0
0,45,24,0
28,1,24,39
25,27,24,4
8,63,24,1
18,32,24,1
1,72,24,0
0,29,24,3
4,41,24,0
1,44,24,0
1,8,24,0
0,37,24,0
3,53,24,0
74,4,24,31
4,58,24,0
46,29,24,12
145,9,24,68
8,1,24,35
111,10,24,5
55,12,24,7
60,23,24,2
183,6,24,13
64,27,24,6
0,0,24,66
2,47,24,0
359,26,24,56
37,36,24,2
57,15,24,10
8,26,24,1
9,7,24,2
7,34,24,1
1,34,24,1
250,13,24,9
26,33,24,8
3,39,24,0
1,46,24,0
190,25,24,8
4,46,24,0
0,0,24,793
10,42,24,2
42,21,24,2
92,2,24,51
12,30,24,2
8,28,24,1
82,12,24,0
348,22,24,9
7,64,24,0
383,14,24,35
39,21,24,4
3,65,24,0
5,50,24,0
30,5,24,6
92,11,24,18
97,18,24,3
1,39,24,1
0,72,24,0
65,10,24,3
0,72,24,0
16,3,24,8
0,60,24,0
1,64,24,0
10,42,24,5
34,31,24,8
0,15,24,0
0,61,24,0
0,55,24,0
0,43,24,0
0,41,24,0
1,28,24,0
1,68,24,0
8,28,24,0
13,27,24,3
7,41,24,3
8,30,24,1
15,44,24,7
11,38,24,1
18,31,24,1
11,26,24,1
3,44,19,0
32,5,24,4
58,30,23,3
55,24,24,0
58,22,19,3
0,31,8,1
81,9,24,15
0,21,24,0
0,6,24,0
0,56,24,0
0,0,24,0
0,3,24,0
0,54,24,0
0,19,24,0
0,35,24,0
0,52,24,0
0,66,24,0
0,45,24,0
0,15,24,0
0,22,24,0
0,47,24,0
0,18,24,0
0,69,24,0
0,52,24,0
0,49,24,0
0,49,24,0
0,37,24,0
0,60,24,0
0,51,24,0
0,57,24,0
0,7,24,0
0,42,24,0
9,20,24,0
0,49,24,0
0,55,24,0
6,14,24,0
0,60,24,0
0,23,24,0
0,1,24,0
0,42,24,0
0,38,24,0
0,47,24,0
0,71,24,0
0,69,24,0
0,1,24,0
0,7,24,0
0,65,24,0
0,4,24,2
6,21,24,0
95,41,24,31
0,0,24,109
5,66,24,5
444,28,24,115
105,71,24,2
141,2,24,147
1,70,24,2
6,68,24,5
3,47,24,4
14,37,24,10
8,59,24,0
0,0,24,465
95,14,24,24
340,11,24,103
91,63,24,27
9,72,24,11
134,13,24,37
41,60,24,6
85,5,24,76
14,71,24,3
84,17,24,18
109,4,24,86
123,26,24,28
104,21,24,21
5,66,24,1
91,25,24,22
13,60,24,1
38,51,24,10
2,66,24,0
37,12,24,10
41,19,24,7
10,70,24,1
25,31,24,11
17,44,24,8
11,46,24,3
161,22,24,38
112,10,24,44
5,37,24,1
2,66,24,1
47,1,24,48
105,6,24,54
117,5,24,70
14,41,20,6
25,37,22,11
30,15,24,16
7,70,24,3
9,54,24,3
135,33,24,22
126,32,24,12
56,37,24,11
540,6,24,196
166,15,24,27
11,51,24,5
9,70,24,2
67,45,24,16
106,2,24,124
8,60,24,4
197,2,24,184
6,59,24,3
86,16,24,10
343,12,24,56
186,6,24,135
16,67,24,5
138,17,24,24
30,18,24,8
13,61,24,5
186,16,24,16
177,27,24,18
294,16,24,30
94,3,24,84
56,6,24,19
51,4,24,63
15,28,24,3
6,57,24,0
14,30,24,0
9,6,24,19
6,34,24,1
105,2,24,48
471,17,24,43
13,38,24,2
321,3,24,95
245,13,24,36
6,48,24,6
14,33,24,5
27,45,24,5
131,36,24,11
307,14,24,50
98,23,24,8
1,65,24,1
0,0,24,153
19,51,24,17
0,0,24,154
13,44,24,2
4,58,24,7
8,59,24,7
23,45,24,4
0,0,24,150
3,62,24,0
4,57,24,1
1,71,24,0
57,11,24,28
72,24,24,14
316,31,24,21
148,17,24,23
6,53,24,0
9,46,24,0
14,44,24,0
2,64,24,0
6,47,24,1
0,69,24,0
293,12,24,42
1,48,24,1
12,53,24,2
1,64,24,0
10,40,24,1
29,30,24,4
97,8,24,36
0,69,24,1
253,3,24,345
6,32,24,2
139,18,24,37
4,66,24,2
7,62,24,1
31,10,24,14
25,48,24,6
4,61,24,0
30,13,24,12
54,11,24,47
14,9,24,7
13,28,24,3
8,51,24,1
358,15,24,43
1,65,24,2
5,44,24,4
12,61,24,4
6,57,24,2
8,65,24,1
65,5,24,37
46,29,24,13
77,26,24,29
11,56,24,4
28,30,24,4
5,51,24,2
21,33,24,6
62,4,24,43
17,45,24,2
0,61,24,0
1,67,24,0
524,12,24,78
6,51,24,2
6,65,24,0
9,45,24,1
11,35,24,3
7,67,24,2
56,17,24,13
102,18,24,19
42,21,24,6
49,13,24,10
5,39,24,1
109,12,24,22
417,22,24,12
233,14,24,38
4,61,24,1
164,20,24,29
127,18,24,21
35,28,24,6
11,60,24,0
87,15,24,7
14,72,24,1
16,64,24,0
17,51,24,3
14,56,24,6
7,53,24,6
24,42,24,6
97,6,24,23
30,33,24,6
57,25,24,9
106,5,24,147
62,18,24,12
18,36,24,6
16,47,24,7
47,8,24,58
185,3,24,94
110,22,24,13
199,37,24,28
3,64,1,0
8,50,7,0
41,26,11,1
2,64,24,1
0,54,24,0
0,28,24,0
0,15,24,0
0,36,24,0
0,55,24,0
0,68,24,0
0,20,24,0
0,65,24,0
0,30,24,0
0,36,24,0
0,61,24,0
0,44,24,0
0,34,24,0
4,56,24,2
129,31,24,39
26,41,24,18
25,40,24,7
63,50,24,11
205,16,24,22
1,58,24,1
190,20,24,55
10,52,24,0
277,18,24,33
13,31,24,1
61,47,24,26
56,33,24,25
4,62,24,0
11,67,24,2
345,9,24,213
24,30,24,7
6,72,24,1
20,46,24,2
172,2,24,280
48,38,24,11
118,14,24,30
16,20,24,3
78,17,24,8
249,24,24,32
195,6,24,121
2,58,24,0
0,69,24,0
4,56,24,0
6,37,24,3
76,12,24,14
28,27,24,10
1,62,24,1
119,28,24,20
21,52,24,8
100,14,24,21
125,21,24,18
19,49,24,4
0,71,24,0
5,57,24,0
160,16,24,27
5,68,24,0
4,66,24,0
92,14,24,32
137,7,24,59
324,22,24,52
184,14,24,66
464,7,24,177
33,72,24,7
94,25,24,24
31,72,24,15
276,4,24,96
644,22,24,99
126,52,6,6
0,24,24,0
0,48,24,0
0,63,24,0
0,47,24,0
1,49,24,0
1,13,24,0
0,59,24,0
0,46,24,0
0,34,24,0
0,5,24,0
6,19,24,0
3,8,24,1
0,58,24,0
0,16,24,0
0,42,24,0
0,44,24,0
0,29,24,0
0,72,24,0
0,56,24,0
0,22,24,0
0,45,24,0
0,52,24,0
0,43,24,0
0,62,24,0
0,20,24,0
1,23,24,0
0,26,24,0
0,54,24,0
