comm24,baseTime,shares,output
1,44,1,1
0,52,1,0
0,8,1,0
0,26,1,0
0,51,1,0
1,55,1,0
1,17,1,1
0,45,3,0
1,44,2,0
2,24,11,0
3,8,34,3
1,50,75,0
0,21,1,0
1,4,4,1
0,57,1,0
0,12,12,0
1,18,13,1
0,43,1,0
0,57,11,0
0,69,1,0
0,55,2,0
0,12,3,0
1,69,11,0
8,11,3,1
1,21,1,0
0,21,1,0
0,13,6,4
0,44,1,0
0,19,2,0
0,40,2,0
0,58,24,0
0,32,25,0
1,1,2,1
0,60,14,0
0,36,2,0
0,64,1,0
24,15,99,6
8,11,29,4
5,13,14,0
0,0,15,7
0,47,2,0
0,45,1,0
1,22,7,0
0,49,3,0
0,44,21,0
0,19,3,0
0,57,1,0
0,53,12,0
0,34,14,0
1,27,4,0
0,39,11,0
3,11,33,3
3,29,11,0
0,66,82,0
0,4,1,2
0,50,2,0
0,40,4,3
0,72,2,0
3,32,1,0
0,61,2,0
11,65,7,0
9,45,3,0
0,34,3,0
0,61,2,0
0,47,11,0
0,26,1,0
0,12,3,0
0,47,1,0
0,63,1,0
0,67,1,0
0,39,1,0
0,25,1,0
0,61,2,0
0,11,1,0
0,50,2,0
0,9,2,1
1,22,1,0
0,7,1,0
0,61,3,0
0,31,1,0
0,21,2,0
0,52,1,0
0,3,2,0
0,48,2,0
0,62,2,0
0,64,5,0
0,66,1,0
0,14,1,0
0,55,1,0
0,23,1,0
0,19,1,0
0,39,1,0
0,7,1,0
0,7,2,0
0,43,1,0
0,51,2,0
0,69,1,0
0,40,2,0
0,43,13,0
0,8,1,1
0,61,1,0
0,45,1,0
0,31,1,0
0,45,1,0
0,59,1,0
0,48,1,0
0,37,1,0
0,38,1,0
0,25,4,0
0,72,1,0
0,2,1,0
0,39,1,0
0,35,2,0
0,64,1,0
0,69,1,0
4,38,20,1
0,49,1,0
9,39,11,2
13,40,11,4
15,14,5,4
53,13,1,12
14,30,2,4
42,54,592,11
11,44,1,2
36,36,19,1
44,2,27,49
30,48,271,10
2,54,2,0
133,36,156,32
77,12,1,3
3,64,31,0
13,28,13,7
4,53,25,0
0,70,25,0
58,17,3,5
216,15,84,48
0,26,1,1
0,9,1,0
6,33,17,0
0,55,2,0
1,22,1,0
3,24,4,0
0,63,3,0
0,3,3,1
0,52,1,0
0,42,1,0
0,14,1,0
0,43,11,0
0,45,1,0
0,4,4,1
0,13,4,0
0,59,1,0
0,37,1,0
0,28,6,0
0,4,2,0
0,59,2,0
0,39,16,1
133,54,4210,81
155,67,4281,89
0,65,3,1
1,67,183,1
2,8,2,1
13,12,16,2
29,7,68,24
28,3,919,96
6,39,17,0
1,41,44,0
7,9,2,2
0,70,1,0
1,57,11,0
10,8,2099,5
14,45,432,3
4,69,151,3
0,55,2,0
15,20,749,2
2,53,50,0
15,13,28,1
10,30,1,0
16,35,359,6
48,42,843,18
2,9,1,0
3,6,1,2
8,11,37,2
5,36,2,1
3,33,906,0
10,26,22,2
20,6,1,6
7,25,57,0
25,15,57,5
21,20,144,2
246,32,27,15
74,40,1389,18
0,47,3,1
14,30,136,2
13,11,526,2
4,39,79,1
0,64,272,0
21,42,433,1
14,4,27,5
5,57,615,1
6,39,12,0
22,18,142,1
4,41,11,0
17,29,1002,2
0,71,12,0
23,40,629,4
1,49,2,0
0,59,1043,0
79,24,3,2
9,52,159,0
1,70,6,1
8,16,152,5
3,14,11,2
4,58,556,0
61,16,5,15
35,7,18,16
1,47,5,0
0,60,17,0
14,7,99,6
1,44,3,0
0,70,39,1
0,62,1,1
17,34,5,0
29,23,115,2
0,55,2,0
0,55,90,1
0,69,23,0
12,3,192,14
2,68,3,0
21,16,99,3
33,8,15,5
49,21,204,14
17,33,3,3
1,72,27,0
19,24,483,6
1,66,1,0
13,10,162,5
15,27,86,5
9,36,3,3
11,5,17,4
0,0,304,210
12,29,1,2
18,18,98,1
1,61,1,0
3,39,14,0
12,10,113,1
0,72,20,0
68,9,223,37
2,58,1,0
23,7,485,29
0,64,17,0
11,23,179,1
9,64,21,2
0,59,56,0
13,28,32,3
22,20,1,0
3,55,7,0
12,16,89,2
8,12,33,4
3,43,15,0
0,55,11,0
0,63,29,2
35,21,117,8
17,21,47,3
1,61,14,0
0,67,16,0
23,36,88,7
6,41,2,2
27,31,269,8
24,16,11,5
0,62,26,0
35,11,28,10
16,54,350,2
28,22,2,1
8,41,13,4
21,4,18,6
0,65,1,0
14,25,16,1
4,50,17,2
21,18,4,0
0,0,1,32
139,14,13,38
3,67,2,2
0,56,150,0
10,4,24,8
8,39,12,2
1,28,14,0
22,10,25,8
157,6,315,58
15,44,47,1
67,20,192,6
2,43,25,0
10,8,24,8
26,34,410,1
24,10,21,6
32,29,26,8
7,38,23,0
59,14,144,13
9,2,12,5
0,70,11,0
0,52,1,0
2,44,2,0
2,31,1,0
0,55,12,0
6,22,1,1
0,46,3,0
2,19,13,0
0,62,1,0
0,45,11,0
1,51,3,1
3,14,2,0
3,12,2,0
1,34,3,0
0,62,4,0
0,69,4,0
0,36,1,0
0,23,1,0
9,11,1,0
1,12,1,0
0,54,1,0
0,64,2,0
0,54,1,0
3,17,1,1
0,48,2,0
1,3,1,1
1,1,14,3
0,62,1,0
2,56,2,1
0,12,1,0
2,23,15,0
0,54,2,0
0,32,31,0
0,35,4,0
3,3,6,2
1,50,1,3
0,9,1,0
1,44,1,0
0,50,1,0
13,35,20,3
2,54,1,1
2,41,12,2
3,42,1,0
52,16,24,1
2,41,19,0
6,26,25,4
2,57,33,0
1,56,16,2
5,67,21,3
85,3,27,4
1,35,19,3
0,59,100,0
2,31,20,1
0,55,19,0
1,65,13,0
31,10,1,1
0,44,1,0
5,16,1,0
0,42,1,0
0,41,12,1
0,69,12,1
0,52,17,0
4,47,839,3
1,47,1,0
0,9,1,0
0,63,1,0
0,53,2,0
0,23,1,0
0,55,1,0
0,48,1,0
0,63,1,0
2,14,1,0
0,23,1,0
0,12,1,0
0,49,1,0
0,61,1,0
0,29,1,0
0,65,1,0
0,23,1,0
0,15,1,0
0,42,1,0
0,33,1,0
0,34,1,0
0,59,1,0
0,5,2,0
0,16,4,0
0,14,2,0
0,18,1,0
0,32,1,0
8,60,248,1
89,57,1112,46
26,1,578,441
122,41,1150,49
529,10,8006,564
83,1,524,267
34,47,291,3
0,0,442,230
3,70,41,0
66,36,266,22
13,63,290,3
96,28,151,14
49,49,386,15
3,65,1271,3
126,21,733,11
5,72,374,1
5,59,1363,3
27,42,1594,2
274,16,857,42
192,36,1093,11
0,57,14,0
416,8,3356,122
0,34,1,0
12,26,86,0
0,68,14,0
1,70,49,0
3,9,43,8
21,6,58,13
2,70,487,1
30,5,176,12
2,41,224,0
0,47,20,0
0,49,109,0
1,63,37,0
0,65,405,0
29,27,399,3
1,54,205,0
7,46,1009,2
0,46,48,0
2,35,149,1
4,27,53,2
0,1,11,2
1,52,169,2
11,15,52,2
35,9,77,14
7,22,2,0
14,12,69,3
6,1,69,9
1,30,33,0
3,33,69,1
0,46,1,0
2,19,1,0
0,62,12,0
8,19,2,0
2,40,21,0
27,4,127,26
0,52,23,0
6,5,30,6
1,43,15,0
0,58,23,0
1,44,11,0
45,25,240,3
1,56,354,1
23,21,53,2
0,72,123,0
2,71,2265,0
37,7,86,15
4,32,49,0
8,24,86,2
0,37,32,0
111,15,445,23
0,72,21,0
0,71,67,0
47,21,156,6
300,18,1282,34
64,23,191,4
16,38,273,2
73,13,448,11
2,27,40,0
0,52,25,0
3,23,26,0
5,11,46,1
6,47,311,0
4,52,867,0
2,66,733,0
10,38,192,1
8,9,48,4
1,15,17,2
0,61,75,0
0,60,14,0
5,19,22,2
32,2,500,35
1,47,48,0
5,56,255,0
0,54,165,0
4,40,66,0
11,33,263,2
59,14,291,11
3,3,125,5
140,25,1735,8
419,16,2531,27
0,62,1422,0
11,43,612,2
0,68,221,1
0,71,1236,0
14,22,72,5
67,20,664,9
9,33,376,0
1,40,211,0
31,9,273,6
15,40,1949,3
0,70,187,0
19,23,191,2
4,30,171,0
0,52,233,0
4,63,1292,0
0,63,226,0
0,69,65,0
2,38,205,0
30,13,286,5
26,17,103,5
3,68,535,0
0,63,259,0
2,68,184,0
10,48,575,1
9,21,130,8
16,20,79,0
7,17,68,2
73,28,2841,15
1,3,26,0
85,23,154,3
7,43,320,2
0,41,40,1
2,53,190,0
4,56,431,2
0,67,28,0
9,12,82,1
0,72,42,0
3,52,45,1
0,72,162,0
1,61,646,1
33,39,1730,17
1,54,146,0
6,71,1899,4
3,7,21,2
8,29,32,2
1,58,90,0
26,7,266,14
39,12,219,17
2,47,40,1
1,71,399,1
45,30,872,14
28,18,138,5
8,64,750,1
2,54,65,0
25,8,135,15
1,54,66,0
7,43,797,1
2,50,193,1
2,51,88,0
23,15,82,8
5,3,270,8
10,37,417,9
1,13,2,2
2,42,68,0
0,0,91,48
3,47,73,0
9,6,22,1
17,21,92,3
7,35,68,0
0,39,35,0
1,7,27,0
6,62,108,6
1,3,67,0
0,54,52,1
37,23,46,0
0,57,100,1
6,33,99,0
0,33,112,1
17,6,75,7
2,28,42,0
1,57,119,1
10,15,58,6
11,4,95,1
38,15,25,4
11,19,104,3
0,56,47,0
11,68,1,12
42,14,140,12
2,51,57,2
1,33,46,0
0,0,64,10
9,15,68,1
16,45,1,7
5,42,191,0
5,54,636,3
26,17,171,3
0,39,79,2
0,65,86,0
19,13,74,1
22,4,169,5
11,36,90,4
0,65,277,0
15,19,76,2
1,52,79,0
14,19,117,1
1,62,172,0
27,6,36,9
1,59,105,1
10,10,84,5
18,3,234,13
5,54,79,1
12,9,40,1
0,71,78,0
5,8,51,0
3,54,144,0
24,26,42,2
12,26,104,3
1,57,75,0
28,14,137,3
4,34,67,0
1,61,27,0
0,71,119,0
52,15,123,6
11,36,123,1
16,21,24,3
0,47,138,0
45,23,25,3
31,40,13,4
9,41,112,2
3,33,91,0
2,53,33,0
70,41,30,7
27,7,123,5
18,47,207,4
1,70,269,0
16,20,128,1
1,59,113,0
2,64,120,0
6,36,128,0
16,1,122,22
8,37,224,0
58,17,144,8
4,40,86,0
11,11,82,3
19,55,227,3
1,66,45,0
2,48,88,0
66,5,167,22
0,72,62,1
39,3,179,19
0,61,20,0
8,27,143,0
7,40,42,1
4,53,267,1
47,6,147,12
4,17,41,1
1,72,44,0
59,15,187,11
23,9,126,4
2,39,108,1
32,26,165,2
4,7,79,3
5,1,75,7
352,18,52,51
2,43,47,0
0,70,24,0
0,52,39,0
1,32,17,0
2,35,40,0
19,22,135,3
5,42,141,0
0,0,179,130
2,41,28,0
0,51,77,0
20,5,93,3
0,54,20,0
6,30,64,0
21,21,66,3
0,63,82,0
7,17,93,2
5,40,79,0
49,6,258,15
25,12,62,2
21,40,178,5
3,1,31,5
9,41,96,0
1,68,93,0
25,8,141,4
0,55,131,0
1,53,75,0
30,3,230,29
0,63,15,0
20,16,42,1
1,43,53,0
8,6,77,3
1,9,22,2
2,58,86,1
173,18,53,12
13,14,99,4
0,51,116,0
1,57,36,0
3,53,22,0
56,14,190,4
0,55,80,0
17,8,46,3
8,13,97,2
0,51,30,0
1,29,55,0
6,1,113,15
21,1,91,49
0,61,102,0
0,66,61,0
10,26,100,0
0,58,95,2
22,12,151,4
22,8,62,12
0,53,64,0
36,23,26,1
2,53,123,0
10,7,95,1
2,47,94,0
0,56,61,0
13,39,38,3
2,57,208,1
1,43,42,1
2,47,29,1
9,41,219,1
1,56,88,0
4,32,71,1
4,29,166,1
0,56,56,0
81,3,2,36
3,46,120,1
0,49,127,0
65,20,35,15
11,31,101,1
6,51,130,1
2,51,106,1
0,57,67,1
2,46,27,1
0,53,29,0
0,50,59,0
12,23,73,0
5,16,52,0
5,18,33,0
1,48,108,1
21,2,34,2
1,44,73,0
29,23,242,5
1,44,74,0
14,37,57,1
8,26,109,3
0,58,125,0
14,30,135,0
0,61,99,0
5,11,123,4
2,37,305,4
0,53,73,0
0,42,117,1
17,33,182,3
0,67,98,0
9,11,98,5
13,16,88,1
0,66,173,0
12,28,187,3
9,30,278,1
3,27,84,1
2,40,82,0
0,67,106,1
4,2,112,0
1,57,127,1
8,14,124,2
2,27,91,2
1,54,45,0
3,26,62,1
1,44,25,1
0,28,32,0
4,25,22,0
4,5,28,5
6,18,76,0
1,48,51,0
2,71,75,2
4,71,458,0
6,41,192,0
0,63,186,1
3,61,114,2
19,25,165,2
2,48,213,0
11,18,114,5
11,23,134,0
1,67,271,0
29,24,99,2
34,14,64,6
2,60,79,0
0,50,45,1
2,45,52,0
30,4,44,22
47,22,59,6
28,23,43,6
37,20,42,2
0,69,26,0
18,34,32,2
0,68,283,1
29,28,23,9
5,14,76,1
2,54,3,0
3,45,37,0
24,10,15,4
32,24,105,4
14,38,5,7
1,59,55,0
24,22,41,6
191,16,15,54
32,12,132,9
52,29,14,11
11,23,50,3
15,52,165,0
0,14,1,0
69,19,86,17
49,28,77,24
80,19,197,12
171,15,35,31
32,37,87,7
18,5,43,15
2,2,49,28
224,14,490,152
3,64,98,0
17,63,267,4
3,55,81,2
59,12,103,18
25,24,18,10
44,6,48,47
92,17,106,26
2,60,50,0
1,67,87,0
5,52,56,1
8,65,918,0
0,66,12,0
17,70,460,1
79,18,138,9
220,31,497,25
5,65,136,1
89,21,78,10
2,66,81,0
1,58,31,2
30,57,264,3
11,53,125,1
22,64,107,11
15,14,28,5
14,55,473,2
10,39,47,0
4,38,31,2
243,28,462,60
3,16,4,1
3,7,428,11
24,44,139,3
21,32,48,10
7,52,109,0
1,42,32,2
2,42,21,0
7,37,113,0
44,3,471,118
8,12,26,3
79,38,392,25
11,45,46,6
12,48,70,0
2,70,142,2
4,59,59,0
0,0,27,25
10,63,167,3
103,18,484,15
2,43,67,0
45,22,347,5
34,38,427,8
12,52,154,1
10,58,118,2
38,6,86,13
22,4,87,31
0,68,37,0
142,11,357,48
27,29,104,8
148,18,175,37
0,0,15,44
169,28,367,48
849,14,196,259
26,6,35,8
17,12,77,4
24,9,289,3
52,29,26,12
7,70,89,2
109,25,138,18
0,72,22,1
10,11,32,4
22,11,82,7
5,52,21,0
11,31,52,4
14,37,182,7
9,53,268,2
25,7,87,8
24,33,92,1
12,23,35,2
28,36,75,2
22,27,80,5
14,20,55,1
18,50,60,0
51,26,114,2
30,15,83,11
0,48,19,0
65,5,34,10
29,48,251,1
58,31,118,3
31,34,37,0
81,35,324,4
2,17,20,0
8,26,21,0
19,49,18,4
32,32,114,8
0,20,1,0
0,10,1,0
2,36,1,0
0,56,1,0
5,18,1,0
22,35,22,2
0,68,4,0
6,48,13,1
1,6,6,3
1,49,11,0
16,11,11,10
3,34,2,0
0,68,19,0
0,52,1,0
39,17,43,9
0,65,3,0
16,19,2,1
0,47,7,0
19,20,5,4
0,56,3,2
1,13,4,4
25,7,27,6
0,60,3,0
5,30,1,0
2,43,16,0
35,22,13,1
5,27,2,0
0,59,5,0
24,16,14,4
0,65,2,2
3,1,2,8
7,28,22,3
3,62,43,0
0,61,2,0
3,46,14,0
3,41,1,0
1,46,2,0
15,18,5,3
8,34,30,0
0,41,1,0
10,19,3,0
2,43,2,0
5,22,2,0
0,69,1,0
0,68,17,0
11,20,1,1
0,54,4,0
0,57,3,0
0,42,3,1
5,23,1,0
0,70,2,0
0,69,1,0
2,23,2,0
0,69,1,0
1,16,1,1
0,50,2,0
1,47,1,0
5,44,3,0
0,50,1,0
1,66,13,0
2,21,3,0
6,23,2,0
2,48,4,0
9,8,2,4
9,24,2,2
4,8,6,4
3,33,1,1
8,24,1,2
2,2,2,1
6,26,1,0
0,45,1,0
0,51,1,0
2,50,1,0
0,7,1,0
0,35,1,0
22,19,2,3
0,55,1,0
2,32,1,0
1,59,2,0
4,46,1,0
2,52,3,0
5,26,2,2
10,15,2,0
6,1,2,5
7,25,1,1
0,35,3,0
0,9,2,0
0,50,1,0
0,26,3,0
0,44,1,0
0,10,1,0
0,37,1,0
0,70,1,0
0,72,1,0
0,39,1,0
0,62,2,0
0,23,1,0
0,61,1,0
0,57,1,0
0,65,1,0
2,51,32,0
3,48,1,0
11,37,101,3
8,15,17,3
0,61,11,0
1,30,14,0
14,31,51,0
0,69,1,0
22,8,41,5
62,22,40,7
1,42,52,1
16,5,19,5
0,60,5,0
1,42,13,0
5,31,15,0
1,46,14,1
0,29,3,0
7,16,14,0
0,68,11,0
6,19,34,1
1,42,27,1
1,69,3,0
9,22,13,3
1,40,4,0
0,43,11,0
1,19,3,1
0,36,2,0
4,9,1,0
6,21,4,2
0,8,1,0
0,53,11,0
2,22,17,1
0,65,12,0
0,9,3,0
0,50,1,0
0,56,1,0
0,71,7,0
1,7,1,2
21,28,21,1
1,16,1,0
85,12,1,15
0,66,1,0
0,54,3,0
1,41,1,3
9,24,3,0
0,67,6,0
0,3,44,3
1,39,3,0
0,5,1,0
1,48,3,0
1,51,2,0
1,57,13,0
58,3,5,146
1,64,5,0
0,36,1,0
1,15,1,2
2,29,19,0
12,41,19,2
0,62,1,0
8,5,21,7
4,22,2,1
5,44,25,5
28,15,4,4
26,3,45,26
20,58,1,6
5,7,2,1
51,46,5,17
139,6,4,121
1,37,46,2
29,6,61,22
64,51,108,13
3,54,18,0
5,40,43,2
9,4,14,9
1,27,25,0
0,30,2,1
2,39,14,0
2,2,16,5
31,10,17,14
0,58,1,0
13,30,3,2
62,38,18,21
9,51,11,1
5,48,32,7
18,1,48,28
19,15,60,5
633,24,14,98
1,33,39,0
0,52,16,0
5,25,46,0
1,3,16,6
3,38,130,0
3,42,113,1
6,25,15,2
0,50,129,0
4,36,136,0
0,51,11,0
1,51,23,0
0,49,12,0
7,43,99,0
0,56,245,0
0,62,103,0
1,47,94,0
0,46,12,0
0,42,14,0
5,24,68,0
0,44,100,0
3,8,46,4
6,25,41,2
3,1,62,13
0,26,54,0
1,39,27,1
2,27,18,0
0,46,4,0
1,2,3,2
0,32,4,0
2,10,3,0
10,13,129,1
1,50,143,0
21,19,312,1
0,18,47,1
4,11,55,1
0,57,15,0
0,36,7,1
0,33,2,0
0,44,14,0
1,20,18,0
0,42,10,0
0,32,16,0
1,46,30,0
0,70,39,0
2,36,38,0
0,68,158,0
1,1,18,2
2,42,102,0
0,58,5,0
0,55,16,0
11,29,15,1
4,71,266,0
0,63,146,0
5,23,110,2
2,45,16,0
2,6,14,0
0,38,106,0
31,7,209,7
5,18,108,1
0,37,74,1
5,37,81,1
1,34,31,1
0,12,58,0
0,69,16,0
1,58,6,1
1,52,19,0
3,8,42,2
14,14,40,2
0,59,39,0
4,38,107,1
7,9,91,3
2,1,162,9
0,60,97,1
23,7,165,20
3,3,46,4
0,61,29,0
0,68,126,0
21,20,84,1
0,0,62,4
8,15,86,1
18,26,164,0
1,39,127,0
2,37,24,0
2,45,86,0
16,26,87,0
1,67,99,0
1,32,141,0
0,65,205,0
3,36,234,1
0,0,148,46
3,50,130,0
25,30,419,7
0,63,88,0
0,60,137,0
3,36,88,0
2,34,88,1
21,19,82,0
5,57,98,6
7,40,19,8
10,29,189,4
14,6,75,44
63,2,67,150
25,37,112,3
22,28,48,2
21,31,115,4
0,63,89,0
2,63,85,0
25,33,55,1
8,40,37,0
6,44,83,1
47,8,62,13
29,20,65,4
13,34,64,3
25,19,105,14
15,20,49,4
0,3,83,18
1,65,50,0
5,6,56,9
7,36,66,0
11,9,67,1
41,24,308,2
1,49,49,1
8,27,35,2
13,39,96,3
18,36,44,1
19,30,163,2
8,6,24,5
12,20,58,3
5,50,56,1
17,6,33,4
9,66,106,2
7,15,23,1
0,60,109,0
2,36,95,1
0,68,35,0
6,7,65,4
1,63,30,0
13,22,36,3
11,11,27,4
11,35,47,1
13,11,38,2
0,71,69,0
0,52,29,0
11,30,40,1
26,24,157,2
10,36,57,5
0,56,31,0
0,68,106,0
3,40,60,1
2,66,38,0
4,9,66,2
1,64,72,0
0,49,92,0
0,17,26,4
2,35,53,0
23,18,59,2
13,20,30,2
3,47,50,1
2,67,41,0
15,22,60,2
3,36,19,1
11,50,117,1
0,66,56,0
8,16,30,0
0,64,42,0
0,48,44,0
19,8,80,4
8,13,21,3
4,33,50,2
5,53,65,1
1,69,22,0
3,19,12,0
1,54,45,1
0,46,17,0
1,60,24,0
8,10,41,1
2,32,26,0
8,30,33,0
1,50,57,0
10,21,24,0
2,64,33,0
0,58,22,0
0,68,55,1
6,13,56,0
1,59,73,0
0,63,44,0
4,60,168,0
2,51,37,1
16,10,36,10
5,13,39,4
2,49,55,1
0,43,28,0
1,67,251,1
3,44,133,4
3,68,58,0
1,72,120,0
5,11,78,1
2,44,39,1
3,31,34,0
2,16,37,0
1,29,35,0
2,66,51,2
5,9,27,2
20,10,54,4
0,54,5,0
7,21,36,2
1,54,17,0
17,26,122,2
11,9,40,0
8,46,105,0
5,2,32,16
0,63,88,0
3,44,58,1
0,45,31,0
17,16,52,3
12,23,54,3
6,49,165,2
1,46,25,0
0,69,27,0
9,20,55,1
3,27,3,0
11,26,31,2
5,42,85,2
2,54,35,0
1,41,51,2
1,55,47,0
0,51,20,0
0,42,58,1
4,34,23,0
2,11,4,0
3,30,42,3
0,68,4,0
0,70,1,0
1,71,66,0
4,49,45,2
0,71,27,0
1,34,3,1
3,36,112,0
0,13,15,1
1,61,34,0
5,23,18,1
7,10,136,5
2,46,30,0
0,52,18,1
3,44,86,0
14,13,36,4
0,18,4,2
2,44,11,0
0,14,1,0
1,40,1,0
0,29,1,0
0,21,1,0
7,17,1,1
0,49,1,0
0,43,6,0
2,50,1,0
0,29,2,0
0,4,1,0
0,15,1,1
1,24,1,0
0,56,1,0
5,39,23,0
0,33,1,0
2,67,1,1
0,67,3,0
0,46,1,0
8,12,1,3
0,72,1,0
0,64,18,0
0,33,2,0
0,29,1,0
1,10,1,1
0,38,1,0
0,44,1,0
0,62,1,1
0,20,2,0
0,51,1,0
0,46,2,0
1,5,1,0
0,16,1,0
0,67,4,0
0,63,3,0
0,32,1,1
0,67,2,0
0,64,1,1
0,52,1,0
0,51,1,0
0,46,1,0
0,60,1,0
0,55,1,0
0,60,2,0
0,61,1,0
2,40,1,0
0,19,1,0
0,48,1,0
0,54,1,0
3,19,1,0
0,40,2,0
0,33,2,0
0,63,1,0
0,40,1,0
0,64,2,0
0,59,1,0
0,49,1,0
2,9,2,7
1,57,4,1
0,50,1,0
0,10,1,1
2,15,1,0
0,9,3,0
2,52,1,0
0,30,7,0
0,58,4,0
0,45,1,0
0,56,3,0
1,28,1,0
3,28,2,2
3,11,2,0
0,46,2,0
3,18,1,1
3,6,1,1
14,3,1,4
0,52,1,0
9,18,3,0
0,36,1,0
4,23,1,0
10,8,1,2
14,13,3,0
10,11,1,0
8,7,2,2
0,47,2,0
0,1,1,8
0,66,1,0
0,20,1,0
0,48,11,0
1,7,1,0
0,67,1,0
0,25,1,0
3,32,3,1
1,56,1,1
0,54,15,0
0,38,13,0
65,23,13,5
1,67,13,0
9,19,13,1
12,32,17,3
1,52,16,2
1,34,2,0
1,12,5,0
2,13,1,0
0,47,1,0
1,29,2,0
1,70,26,0
7,9,16,2
1,39,4,0
0,52,2,0
0,34,1,0
4,36,13,0
2,23,1,0
0,61,2,0
25,11,41,5
111,16,44,12
15,26,31,4
15,16,4,1
0,53,3,1
8,27,12,0
0,1,1,4
0,65,1,1
0,62,22,0
3,59,2,0
1,68,4,0
4,1,1,12
0,55,1,0
9,11,1,1
1,57,4,0
9,43,2,3
0,42,14,0
0,48,1,0
0,37,1,0
16,9,4,7
0,38,1,0
0,2,1,5
0,53,3,0
4,29,12,0
0,41,3,0
0,66,12,0
2,23,24,0
0,16,24,1
0,44,3,0
26,7,5,28
0,59,4,0
3,59,2,2
0,47,2,0
0,48,1,0
5,9,2,1
3,28,1,0
0,65,1,0
0,63,1,0
32,7,11,11
4,14,1,0
0,0,1,1
0,60,2,0
1,50,3,0
0,71,2,0
0,69,12,0
0,54,3,0
1,59,6,0
11,25,2,1
5,30,3,0
1,39,2,0
0,70,1,0
0,35,39,0
1,45,23,0
0,59,15,0
0,69,5,0
3,29,2,0
0,39,1,1
1,60,2,0
0,42,3,0
2,39,2,0
0,55,1,0
0,59,1,0
25,13,1,6
0,64,12,0
1,39,1,0
12,25,2,0
9,12,2,4
2,46,2,0
16,21,7,1
6,24,1,1
0,52,1,0
15,36,7,1
49,2,11,38
15,13,27,4
105,14,407,25
0,61,101,0
99,16,2,15
0,64,65,0
107,24,2,5
15,21,230,0
2,58,295,0
9,24,6,1
3,44,28,0
0,54,67,0
1,62,12,0
0,72,25,0
26,24,16,5
0,69,12,0
45,22,3,3
318,9,1708,106
3,36,79,1
188,5,1003,108
24,11,149,3
19,40,790,3
3,47,59,0
4,38,101,2
68,25,308,3
22,17,17,1
0,62,16,0
3,47,33,0
21,29,4,1
46,14,25,10
6,37,22,0
6,46,100,1
15,41,2,0
1,53,31,0
0,69,108,0
72,28,18,15
45,10,241,16
1,62,3,0
20,21,58,5
16,20,46,2
0,57,32,2
83,28,1211,17
0,0,3,13
0,50,13,0
29,25,17,1
33,12,2,8
12,29,114,5
40,4,1,9
2,60,37,1
2,65,25,3
10,13,45,6
4,44,57,1
112,9,1,33
13,29,51,3
15,6,46,4
2,34,15,0
18,19,21,2
0,38,1,1
0,45,1,0
0,42,1,0
0,26,1,0
3,3,3,3
1,61,1,0
8,24,1,0
0,33,2,0
0,70,1,0
1,14,1,0
0,58,1,0
2,28,1,0
1,6,1,1
1,21,1,0
0,41,6,0
0,59,2,0
0,60,1,0
0,71,3,0
3,62,1,0
0,40,15,0
0,55,24,0
0,39,2,0
0,2,1,3
0,50,1,0
0,37,1,3
0,50,1,0
3,11,2,0
0,71,1,0
5,11,3,1
0,42,1,0
0,72,3,0
14,20,13,2
6,17,2,2
0,47,1,1
6,1,4,3
17,23,5,2
0,66,3,0
7,15,1,1
5,31,3,0
0,69,6,0
1,69,2,0
0,64,2,0
1,51,1,0
9,5,6,0
5,4,2,2
0,31,9,0
3,26,1,0
5,24,1,0
0,20,1,0
1,46,2,0
3,50,23,2
0,39,5,0
0,45,4,0
1,36,11,1
1,57,13,0
0,51,3,0
0,0,1,0
0,14,2,0
0,72,1,0
0,1,1,0
0,35,1,0
0,56,2,0
0,72,1,0
0,46,2,0
1,26,2,1
0,61,1,0
0,11,1,0
0,30,3,0
0,63,2,0
0,26,1,0
7,15,1,2
3,9,24,0
0,61,2,0
0,38,49,0
0,37,1,0
5,25,3,0
0,4,23,0
1,6,25,2
9,9,63,1
0,56,3,0
1,18,18,0
12,16,6,0
6,48,79,0
1,56,35,1
0,49,2,0
6,13,20,3
5,29,27,0
0,19,2,1
7,17,1,1
0,32,20,0
1,13,14,0
1,21,1,0
0,16,1,0
0,57,2,0
0,30,4,0
1,59,5,0
0,35,3,1
0,10,1,0
9,18,1,0
0,72,2,0
0,62,4,0
2,21,2,1
0,68,1,0
0,71,46,0
2,26,12,0
0,64,3,0
1,36,2,0
21,25,4,0
0,61,1,0
0,71,5,0
0,13,4,0
0,70,16,0
24,46,102,3
2,33,3,0
3,25,15,0
0,27,1,0
2,45,18,0
6,25,11,1
0,49,1,0
2,35,1,0
2,42,16,0
1,55,2,0
1,54,1,0
0,32,3,0
0,0,4,4
0,35,2,1
0,65,1,0
0,60,1,0
0,53,1,0
0,66,2,0
0,58,1,0
0,9,1,0
1,43,3,0
0,71,2,0
0,34,2,0
0,42,1,0
0,58,2,0
4,4,1,3
18,69,218,3
133,4,333,108
69,34,73,16
4,29,1,2
0,32,1,0
11,2,22,10
0,54,34,1
1,5,15,0
0,53,1,0
0,56,2,0
0,65,5,0
0,29,1,0
0,2,11,4
0,38,2,0
0,70,27,0
14,4,14,19
0,66,35,0
0,66,27,0
55,27,55,2
0,58,20,0
0,47,25,0
18,15,17,2
16,9,27,9
0,51,1,0
