comm24,baseTime,shares,hrs,output
0,61,2,24,0
0,44,1,24,0
4,13,18,24,0
0,15,3,24,0
8,64,17,24,1
0,21,1,24,0
1,44,5,24,0
0,6,1,24,0
0,69,15,24,0
0,66,12,24,0
1,22,2,24,0
0,32,4,24,0
1,20,23,24,0
0,57,1,24,0
4,15,2,24,0
8,1,50,24,10
0,0,2,24,2
0,26,2,24,0
4,13,6,24,0
0,71,3,24,0
0,9,2,24,0
0,38,1,24,0
0,59,1,24,0
0,0,1,24,2
3,4,3,24,1
0,48,18,24,0
0,14,21,24,2
0,61,13,24,0
1,10,4,24,0
0,70,3,24,0
0,70,1,24,0
0,54,3,24,0
2,16,24,24,2
0,66,26,24,0
4,11,28,24,1
0,48,4,24,0
0,12,11,24,0
0,55,23,24,0
3,20,2,24,0
0,67,3,24,0
0,71,2,24,0
0,53,3,24,0
0,54,3,24,0
0,38,5,24,1
0,0,2,24,8
0,37,29,24,0
0,55,20,24,0
0,48,3,24,0
0,46,3,24,1
0,68,2,24,0
4,25,23,24,2
0,42,1,24,0
0,36,1,24,0
2,33,2,24,0
3,6,18,24,1
0,37,2,24,0
1,42,2,24,0
0,28,3,24,0
1,36,30,24,0
1,3,4,24,0
0,10,1,24,0
0,61,3,24,0
0,66,13,24,0
0,44,1,24,0
0,43,55,24,1
0,18,5,24,0
0,53,3,24,0
1,5,3,24,0
0,19,4,24,0
0,21,1,24,0
0,36,1,24,0
1,24,12,24,0
2,30,1,24,0
0,59,1,24,0
0,52,1,24,0
0,15,2,24,0
0,31,1,24,0
0,39,2,24,0
5,19,2,24,1
0,0,2,24,6
2,40,2,24,0
0,30,2,24,0
0,3,27,24,0
0,60,6,24,1
0,50,4,24,0
1,2,1,24,0
0,72,14,24,0
2,19,1,24,0
0,48,3,24,0
0,28,1,24,0
0,56,1,24,0
1,40,14,24,1
0,64,1,24,0
0,40,1,24,0
0,58,1,24,0
0,5,1,24,1
9,21,2,24,0
0,60,3,24,0
0,58,2,24,0
1,45,1,24,0
0,67,2,24,0
0,68,5,24,0
2,21,79,24,3
1,53,22,24,0
1,49,1,24,0
0,55,3,24,0
0,55,38,24,0
1,47,16,24,0
0,0,1,24,0
0,8,14,24,0
4,17,26,24,0
0,5,1,24,0
0,67,2,24,0
0,65,2,24,0
1,48,4,24,0
3,20,1,24,0
1,67,2,24,1
1,32,1,24,0
0,65,1,24,0
0,0,1,24,4
1,51,1,24,1
2,12,15,24,1
0,61,1,24,0
0,53,1,24,0
1,18,3,24,0
0,3,1,24,0
0,47,1,24,0
1,63,1,24,0
0,25,2,24,0
0,49,1,24,0
0,53,3,24,0
0,8,1,24,1
0,53,1,24,0
3,22,3,24,0
0,54,1,24,0
0,22,2,24,0
0,6,3,24,0
0,42,1,24,0
0,45,4,24,0
0,8,1,24,0
1,24,2,24,0
0,3,1,24,0
0,16,1,24,0
0,43,1,24,0
1,29,1,24,0
0,33,1,24,0
0,20,1,24,0
0,29,1,24,0
0,60,1,24,0
0,71,1,24,0
0,24,1,24,0
0,2,1,24,0
0,53,1,24,0
0,68,1,24,0
0,21,1,24,1
0,66,1,24,0
0,49,1,24,0
0,19,1,24,0
1,68,11,24,0
0,58,2,24,0
1,68,1,24,0
0,10,1,24,0
0,26,1,24,0
0,41,1,24,0
0,61,1,24,0
0,42,1,24,0
0,63,1,24,0
0,49,1,24,0
0,70,1,24,0
1,22,2,24,0
0,64,1,24,0
0,46,25,24,0
0,41,2,24,0
0,56,1,24,0
0,19,1,24,0
0,72,2,24,0
0,21,2,24,0
0,71,3,24,0
0,58,1,24,0
0,18,1,24,0
0,24,1,24,0
0,3,1,24,0
0,0,1,24,0
0,70,1,24,0
0,49,1,24,0
0,14,1,24,0
0,12,1,24,0
0,5,2,24,0
0,44,3,24,0
0,32,2,24,0
0,5,2,24,0
0,41,1,24,0
4,7,30,24,0
0,44,1,24,0
1,15,2,24,1
0,6,2,24,0
0,72,3,24,0
0,58,12,24,0
0,40,1,24,0
0,52,2,24,0
0,68,2,24,0
0,48,1,24,0
0,56,3,24,0
0,70,3,24,0
0,64,1,24,1
0,47,1,24,0
0,26,11,24,0
0,60,1,24,0
0,29,2,24,0
1,41,28,24,0
16,21,69,24,0
13,35,353,24,0
1,60,347,24,0
1,46,323,24,0
1,60,311,24,0
0,55,344,24,1
0,54,318,24,0
5,49,319,24,0
2,64,331,24,0
0,0,327,24,75
65,16,301,24,2
19,31,359,24,2
66,9,306,24,7
0,65,360,24,0
1,55,282,24,1
23,33,341,24,2
57,5,330,24,20
0,69,314,24,0
0,59,296,24,0
84,19,321,24,2
1,65,296,24,0
1,54,346,24,0
8,31,292,24,0
66,13,329,24,7
66,13,270,24,6
0,51,311,24,0
16,28,285,24,2
11,35,290,24,0
24,27,274,24,1
22,31,284,24,0
55,7,288,24,6
40,6,281,24,21
2,46,281,24,0
9,42,322,24,3
3,39,51,24,2
2,63,514,24,1
39,32,393,24,1
1,69,373,24,1
111,5,334,24,35
15,36,315,24,2
65,30,334,24,1
4,37,276,24,3
116,23,270,24,1
7,35,291,24,0
1,61,286,24,0
0,59,231,24,0
0,65,249,24,0
101,16,250,24,7
1,48,277,24,0
1,69,218,24,0
79,22,175,24,1
65,27,409,24,3
0,50,209,24,0
0,65,268,24,1
3,41,229,24,0
9,29,224,24,2
100,4,307,24,38
3,55,208,24,0
104,13,230,24,9
60,25,240,24,2
97,9,236,24,10
94,12,254,24,11
109,12,266,24,11
99,14,260,24,10
82,26,344,24,8
86,11,213,24,10
100,6,323,24,37
0,63,1,24,0
0,56,2,24,0
0,10,2,24,0
0,52,2,24,0
0,39,2,24,0
0,56,1,24,0
0,72,1,24,0
0,45,1,24,0
0,6,1,24,0
0,53,1,24,0
1,17,1,24,0
0,10,1,24,0
0,13,2,24,0
0,51,1,24,0
0,1,1,24,0
0,43,1,24,0
1,41,1,24,0
0,18,1,24,0
2,52,1,24,0
0,6,1,24,1
0,34,1,24,0
0,65,1,24,0
0,70,2,24,0
0,50,2,24,0
0,60,1,24,0
1,62,11,24,0
0,23,2,24,0
0,62,1,24,0
0,13,1,24,0
0,4,1,24,0
0,32,1,24,0
0,60,1,24,0
0,70,2,24,0
0,1,1,24,0
0,59,3,24,0
0,53,1,24,0
0,8,3,24,0
0,47,2,24,0
1,13,1,24,0
0,8,2,24,0
0,15,1,24,0
0,50,1,24,0
0,56,2,24,0
0,29,2,24,0
0,67,1,24,0
0,7,1,24,0
0,4,1,24,0
0,1,2,24,1
0,42,2,24,0
0,31,1,24,0
1,8,1,24,0
0,54,1,24,0
0,60,1,24,0
0,40,3,24,0
0,1,2,24,0
1,13,1,24,0
0,64,1,24,0
0,35,2,24,0
0,43,1,24,0
0,0,1,24,0
1,34,1,24,0
1,8,2,24,0
0,61,1,24,0
2,7,1,24,2
0,67,1,24,0
0,56,1,24,2
0,24,1,24,0
0,28,1,13,0
11,62,133,24,5
230,27,317,24,32
374,20,357,24,61
12,64,193,24,9
17,52,172,24,10
14,44,58,24,4
3,61,36,24,0
5,65,136,24,2
117,28,80,24,13
40,39,84,24,16
29,6,16,24,9
418,21,117,24,32
1,68,21,24,0
3,66,123,24,0
9,31,56,24,6
10,61,335,24,9
170,24,98,24,33
6,27,1,24,2
1,45,6,24,0
0,53,1,24,0
0,61,1,24,0
0,61,2,24,0
0,59,3,24,0
4,65,1,24,2
15,1,1,24,21
0,0,1,24,8
3,35,3,24,2
5,35,1,24,0
0,50,1,24,0
12,29,4,24,0
20,8,1,24,5
4,22,3,24,0
1,62,2,24,0
13,7,2,24,10
57,11,7,24,11
0,68,4,24,0
22,2,16,24,13
0,31,1,24,0
0,66,1,24,0
8,28,21,24,0
16,6,1,24,2
16,9,2,24,1
6,37,6,24,4
1,9,2,24,1
5,48,5,24,1
0,51,5,24,0
0,63,1,24,0
0,70,2,24,0
3,33,2,24,0
0,33,19,24,0
0,69,3,24,0
31,10,1,24,10
0,0,3,24,36
1,37,1,24,0
18,7,1,24,8
4,14,2,24,0
7,36,1,24,0
0,60,2,24,0
11,9,3,24,4
19,4,1,24,9
7,12,23,24,4
0,57,1,24,0
19,20,1,24,1
10,23,5,24,2
7,8,1,24,2
8,20,3,24,1
0,65,1,24,0
1,35,3,24,1
4,6,3,24,0
7,20,2,24,1
3,11,2,24,0
0,49,6,24,0
4,37,1,24,0
1,34,1,24,1
0,60,1,24,1
0,66,2,24,0
8,25,2,24,1
1,70,1,24,0
5,5,4,24,0
3,7,3,24,3
0,60,1,24,0
2,16,3,24,2
38,19,1,24,1
2,27,2,24,1
0,53,4,24,0
10,23,2,24,0
0,43,2,24,0
0,55,1,24,0
0,68,4,24,0
11,36,2,24,0
0,69,7,24,1
27,24,7,24,0
4,29,27,24,1
19,8,15,24,18
8,20,11,24,1
0,56,5,24,1
10,8,2,24,9
50,18,21,24,15
1,48,1,24,0
9,30,7,24,1
6,35,4,24,1
0,72,4,24,1
28,16,5,24,5
46,22,2,24,2
0,64,11,24,0
198,65,2268,24,85
8,28,4,24,2
0,57,5,24,0
96,24,3,24,8
13,1,1,24,39
4,7,20,24,2
3,65,335,24,2
59,3,5,24,33
9,17,3,24,0
5,61,21,24,0
27,9,1,24,3
0,53,6,24,0
5,60,14,24,0
22,35,6,24,4
30,24,30,24,2
0,36,12,24,0
17,10,16,24,3
4,38,17,24,2
9,26,5,24,0
4,66,4,24,0
89,11,5,24,13
0,72,3,24,0
48,16,5,24,6
0,56,4,24,0
9,22,4,24,1
4,49,12,24,0
0,65,13,24,0
0,69,48,24,0
0,62,25,24,0
49,25,19,24,15
10,42,4,24,2
39,9,19,24,10
0,71,4,24,0
0,41,40,24,0
3,65,16,24,0
34,15,11,24,3
0,45,2,24,0
15,32,13,24,0
37,17,23,24,8
2,46,3,24,0
51,20,23,24,4
28,11,71,24,18
1,44,2,24,0
0,49,15,24,0
27,15,2,24,7
40,8,3,24,7
1,60,2,24,0
4,46,4,24,1
6,50,22,24,0
26,7,1,24,4
16,16,33,24,0
21,22,20,24,0
6,41,12,24,0
0,68,13,24,0
18,1,25,24,11
0,42,1,24,1
1,58,1,24,0
8,37,20,24,1
5,34,2,24,1
0,0,62,24,42
4,35,3,24,0
129,45,252,24,1
0,57,33,24,0
56,4,23,24,21
38,16,21,24,6
13,5,23,24,6
1,62,85,24,0
2,42,2,24,0
3,40,13,24,0
4,39,11,24,0
0,0,5,24,36
22,28,4,24,2
0,45,4,24,0
51,20,2,24,1
2,47,6,24,0
1,66,2,24,1
16,28,1,24,2
3,34,4,24,0
1,40,22,24,2
10,28,1,24,1
1,56,44,24,2
1,72,157,24,1
8,43,21,24,0
31,12,2,24,9
2,46,16,24,1
9,58,2,24,2
50,8,2,24,9
0,0,2,24,35
15,41,11,24,0
3,46,3,24,0
55,7,1,24,15
0,65,24,24,0
9,11,2,24,0
8,44,37,24,0
5,48,33,24,0
12,60,33,24,10
67,13,19,24,13
33,40,13,24,7
14,45,19,24,3
65,3,3,24,27
126,22,1,24,8
6,20,18,24,2
71,12,2,24,14
0,61,4,24,1
2,25,13,15,0
1,39,5,24,0
1,3,1,24,0
0,43,1,24,0
2,23,1,24,0
0,64,1,24,0
0,62,3,24,0
0,71,1,24,0
0,62,2,24,0
1,29,1,24,0
0,47,1,24,0
7,13,15,24,0
0,8,1,24,2
3,15,1,24,0
8,23,1,24,0
163,8,1,24,150
0,51,1,24,0
9,15,1,24,1
1,57,3,24,0
0,55,3,24,0
7,13,12,24,5
3,8,4,24,2
3,13,4,24,2
0,48,1,24,1
1,41,3,24,0
4,35,2,24,1
2,29,2,24,0
3,32,3,24,0
62,14,1,24,13
0,71,1,24,0
2,2,2,24,3
3,6,2,24,3
2,42,2,24,1
2,32,1,24,0
3,8,5,24,2
2,72,3,24,0
3,45,3,24,0
1,70,2,24,0
24,2,13,24,24
319,47,38,24,140
1,43,2,24,0
216,26,1,24,27
5,15,6,24,0
0,34,20,24,0
16,21,5,24,5
0,50,1,24,0
0,15,1,24,0
7,36,1,24,1
7,31,1,24,0
5,11,1,24,0
8,8,1,24,3
2,6,1,24,2
1,49,22,24,0
2,25,1,24,0
134,34,13,24,44
0,63,18,24,0
0,63,4,24,0
0,16,5,24,0
0,72,2,24,0
35,25,1,24,2
0,43,28,24,0
0,34,3,24,0
0,62,1,24,0
0,56,2,24,0
0,49,17,24,0
0,63,1,24,0
0,38,1,24,0
0,72,4,24,0
1,30,2,24,0
0,58,1,24,0
1,29,2,24,0
0,54,3,24,0
0,34,2,24,0
0,65,15,24,0
24,13,1,24,9
2,17,12,24,0
0,5,30,24,0
1,70,1,24,0
0,64,5,24,0
1,31,18,24,1
0,20,2,24,0
0,28,1,24,0
0,26,28,24,0
0,27,2,24,0
0,40,3,24,0
1,11,11,24,0
0,8,1,24,0
1,67,1,24,1
2,4,1,24,1
1,29,2,24,4
3,18,2,24,1
0,58,1,24,0
3,37,1,24,0
3,37,1,24,0
0,40,1,24,0
4,26,2,24,1
2,30,1,24,0
2,30,1,24,2
0,27,15,24,0
0,67,1,24,0
0,30,1,24,0
0,27,1,24,0
0,47,3,24,0
1,4,1,24,0
1,49,2,24,0
0,45,1,24,0
4,6,4,24,1
0,44,1,24,0
0,16,1,24,0
0,35,2,24,0
0,65,11,24,0
1,16,4,24,0
2,43,154,24,1
1,27,29,24,0
0,41,2,24,0
0,5,32,24,0
1,47,2,24,0
0,44,2,24,0
0,41,12,24,0
0,5,18,24,0
0,40,1,24,0
0,36,5,24,0
2,65,93,24,0
0,23,1,24,0
17,24,1,24,1
0,29,86,24,0
0,61,37,24,0
0,52,2,24,0
1,9,34,24,0
5,9,4,24,0
0,39,24,24,0
0,46,40,24,0
2,19,24,24,0
0,25,31,24,0
1,34,59,24,0
0,31,43,24,0
2,15,42,24,0
1,27,2,24,1
5,5,3,24,2
0,58,1,24,0
1,53,2,24,0
0,9,1,24,0
0,30,27,24,0
0,69,1,24,0
1,10,4,24,5
0,70,23,24,0
2,4,2,24,3
0,55,61,24,0
3,24,55,24,0
0,64,35,24,0
3,71,38,24,1
0,65,16,24,0
0,36,13,24,0
0,48,14,24,0
4,24,1,22,1
0,8,1,24,0
0,62,1,24,0
1,63,20,24,0
0,34,34,24,0
0,58,4,24,0
1,57,61,24,1
3,29,1,24,0
11,18,90,24,9
0,58,50,24,0
6,11,23,24,0
0,64,15,24,0
1,31,28,24,1
0,38,3,24,0
9,21,3,24,0
10,16,25,24,3
0,71,22,24,0
0,31,3,24,0
20,14,93,24,2
20,18,102,24,4
35,48,625,24,6
7,18,14,24,0
1,7,4,24,0
1,27,1,24,0
2,11,3,24,0
2,40,28,24,1
4,5,4,24,0
4,17,19,24,1
11,5,49,24,6
0,39,2,24,0
1,31,13,24,0
17,7,2,24,8
0,59,100,24,0
2,47,101,24,0
0,44,2,24,0
3,15,20,24,2
2,59,55,24,0
14,54,93,24,0
7,5,5,24,2
8,9,1,24,0
0,64,11,24,0
6,31,14,24,2
12,47,257,24,1
1,68,16,24,0
0,0,4,24,23
0,0,2,24,0
0,70,16,24,0
2,53,68,24,0
1,55,11,24,0
12,12,14,24,2
2,30,13,24,1
0,68,1,24,0
2,42,3,24,0
2,41,35,24,0
7,19,4,24,1
13,37,161,24,5
6,6,17,24,4
0,62,1,24,0
1,39,12,24,0
1,30,14,24,0
6,35,18,24,0
0,35,18,24,0
0,46,17,24,0
3,57,73,24,0
43,11,155,24,15
4,20,22,24,0
14,24,36,24,1
0,48,36,24,1
0,43,1,24,0
1,9,4,24,5
0,52,2,24,0
42,7,75,24,22
16,6,15,24,8
0,53,12,24,0
0,56,17,24,0
10,51,113,24,1
10,5,14,24,9
0,59,1,24,0
0,72,2,24,0
28,25,172,24,3
10,8,31,24,5
0,44,20,24,0
6,4,68,24,10
2,36,1,24,0
7,55,153,24,1
28,34,573,24,10
0,30,11,24,1
3,37,157,24,0
3,18,17,24,1
4,12,2,24,1
21,53,1113,24,3
6,13,6,24,1
1,13,1,24,0
37,32,416,24,8
52,37,718,24,13
1,54,14,24,0
6,21,19,24,0
10,24,22,24,2
0,60,2,24,0
20,3,77,24,11
5,4,26,24,2
3,35,56,24,2
0,0,558,24,94
1,52,20,24,0
3,6,7,24,2
1,9,2,24,0
19,28,235,24,6
7,15,23,24,2
1,29,1,24,0
0,54,31,24,0
1,69,25,24,0
2,17,4,24,1
4,28,29,24,2
5,26,17,24,0
2,38,1,24,0
13,16,68,24,4
1,43,184,24,1
9,28,23,24,2
2,4,19,24,7
0,36,13,24,0
0,44,1,24,0
1,30,14,24,0
1,35,1,24,0
0,11,1,24,0
7,15,11,24,0
0,60,5,24,0
11,51,206,24,1
0,40,1,24,0
2,31,15,24,0
1,22,4,24,0
0,64,14,24,0
0,49,11,24,0
13,10,27,24,3
5,3,20,24,2
1,46,34,24,1
0,63,3,24,0
2,20,11,24,1
0,43,49,24,1
0,56,25,24,0
0,29,2,24,0
1,40,2,24,0
6,25,14,24,2
1,45,41,24,0
6,13,11,24,1
0,52,17,24,0
1,33,15,24,1
3,9,28,24,2
0,32,1,24,0
2,54,96,24,0
2,31,27,24,0
0,27,1,24,0
0,49,4,24,0
1,29,4,24,0
2,18,6,24,0
4,15,12,24,3
0,61,1,24,0
2,51,22,24,0
2,59,25,24,0
4,41,61,24,0
59,37,395,24,13
77,34,497,24,20
2,29,4,24,1
1,50,2,24,0
5,30,35,24,0
5,6,12,24,0
0,63,41,24,0
0,58,12,24,0
15,9,48,24,7
1,2,3,24,2
3,12,19,24,1
3,31,3,24,0
9,16,24,24,0
4,2,13,24,1
0,67,2,24,0
0,43,15,24,1
1,57,2,24,0
38,25,204,24,3
0,61,4,24,0
0,33,2,24,0
0,47,21,24,1
1,48,2,24,0
92,36,343,24,16
56,21,84,24,3
7,35,51,24,0
9,10,21,24,2
1,48,23,24,0
10,47,26,24,0
2,1,18,24,3
113,6,158,24,79
136,35,702,24,29
0,69,4,3,0
0,69,6,1,0
68,36,252,24,3
9,15,11,24,0
2,18,2,24,0
0,9,1,24,1
2,17,29,24,1
0,64,1,3,0
2,28,22,24,1
1,8,2,24,1
2,49,43,14,0
0,49,2,11,0
3,11,11,24,4
4,7,5,24,0
1,27,3,20,0
0,1,21,24,6
46,13,120,24,2
15,7,44,24,2
5,20,4,23,1
3,28,3,15,0
9,11,4,24,1
11,16,4,24,1
23,1,57,24,8
29,3,76,24,15
19,9,6,24,0
11,22,2,15,0
7,30,24,6,1
0,48,2,24,0
0,0,1,24,6
15,20,4,24,0
0,43,1,24,0
7,25,1,24,0
3,15,1,24,0
7,5,1,24,7
2,49,1,24,0
0,56,1,24,0
0,26,2,24,0
5,8,2,24,0
0,70,1,24,0
0,60,1,24,0
0,18,8,24,0
0,27,1,24,0
0,31,3,24,0
0,55,2,24,0
1,61,14,24,3
0,60,1,24,0
0,56,1,24,1
0,59,1,24,0
0,23,1,24,0
0,62,1,24,0
0,46,3,24,0
0,68,2,24,0
7,24,2,24,0
0,68,3,24,0
8,7,3,24,3
1,29,5,24,2
0,61,2,24,0
0,24,1,24,0
0,62,1,24,0
0,44,1,24,0
0,58,2,24,0
0,71,2,24,0
0,72,2,24,0
3,30,18,24,0
1,24,3,24,0
0,0,1,24,5
0,54,1,24,0
6,9,1,24,1
4,4,2,24,1
1,43,1,24,0
0,57,1,24,0
0,31,1,24,0
0,39,2,24,0
0,46,3,24,0
1,12,2,24,1
0,64,4,24,0
2,4,1,24,0
1,11,1,24,0
0,68,3,24,0
1,40,2,24,0
1,27,2,24,0
4,13,2,24,0
3,8,1,24,0
0,3,5,24,1
0,67,1,24,0
1,24,2,24,0
1,43,2,24,0
0,65,5,24,0
1,7,1,24,0
5,6,3,24,1
1,37,3,24,0
0,33,4,24,0
3,36,5,24,0
3,36,3,24,0
3,8,3,24,6
0,66,13,24,0
1,1,1,24,0
0,64,3,24,0
1,69,14,24,0
9,8,2,24,2
0,62,2,24,0
0,43,3,24,0
0,53,11,24,4
0,66,18,24,0
0,64,11,24,0
4,14,1,24,0
0,0,2,24,16
4,42,1,24,1
0,67,49,24,0
0,56,22,24,0
0,69,4,24,0
0,52,1,24,0
0,57,1,24,0
0,26,2,24,0
2,30,13,24,0
0,41,2,24,0
1,28,1,24,0
2,9,12,24,2
0,36,20,24,0
0,0,17,24,7
0,12,1,24,0
4,11,2,24,4
0,30,15,24,0
0,18,2,24,0
0,24,2,24,0
0,12,5,24,0
0,50,11,24,0
0,0,28,24,1
0,24,2,24,0
0,30,1,24,0
1,8,1,24,1
1,3,22,24,0
0,29,1,24,0
0,58,2,24,0
0,51,1,24,0
0,35,14,24,0
2,26,11,24,1
0,40,1,24,0
0,38,1,24,0
0,6,3,24,1
0,24,1,24,0
4,8,2,24,0
3,15,15,24,5
1,18,3,24,0
0,50,15,24,0
2,12,3,24,1
0,48,37,24,0
1,45,1,24,0
0,14,1,24,0
0,22,11,24,0
7,7,4,24,4
1,38,4,24,0
3,28,3,24,0
2,25,1,24,0
0,71,2,24,0
0,60,11,24,0
0,59,1,24,0
2,18,2,24,0
0,31,1,24,0
0,0,11,24,1
0,5,1,24,0
1,21,2,24,0
0,62,1,24,0
0,1,55,24,2
0,0,1,24,0
0,53,1,24,0
0,57,2,24,0
0,31,1,24,0
0,1,1,24,0
0,33,58,24,0
0,72,13,24,0
2,15,3,24,0
0,48,1,24,0
4,31,5,24,5
0,49,2,24,0
0,65,1,24,0
0,55,2,24,0
1,14,4,24,0
0,0,1,24,1
0,21,3,24,0
0,68,1,24,0
0,0,11,24,0
0,51,1,24,0
0,34,2,24,0
0,32,4,24,0
0,51,37,24,0
1,29,4,24,0
0,44,1,24,0
0,65,2,24,0
0,68,1,24,0
0,38,1,24,0
0,36,1,24,0
2,37,2,24,0
0,54,2,24,0
2,65,59,24,0
2,34,13,24,0
2,35,12,24,0
0,3,1,24,0
0,71,12,24,0
0,70,1,24,0
0,50,2,24,0
1,29,1,24,0
2,47,2,24,0
0,67,2,24,0
0,52,45,24,0
0,47,3,24,0
0,53,3,24,0
2,49,4,24,0
2,8,1,24,1
1,66,3,24,0
0,65,1,24,0
1,64,22,24,0
1,18,2,24,1
0,0,1,24,3
0,36,3,24,0
0,0,1,24,5
4,26,3,24,0
0,13,2,24,1
7,7,2,24,4
1,24,1,24,0
0,1,2,24,1
1,31,19,24,0
0,42,15,24,0
0,57,2,24,0
1,32,15,24,0
0,61,2,24,0
3,44,1,24,0
0,28,3,24,0
1,26,2,24,1
5,4,2,24,3
4,16,1,24,2
0,20,4,24,0
2,13,1,24,0
0,40,25,24,0
1,20,17,24,0
13,16,18,24,0
0,64,16,24,0
0,36,1,24,0
6,19,1,24,0
1,27,5,24,0
1,42,1,24,1
0,6,1,24,0
0,56,12,24,0
1,17,14,24,0
0,6,23,24,17
0,28,1,24,0
0,56,6,24,0
0,47,2,24,0
0,58,2,24,0
0,33,12,24,0
1,29,2,24,0
0,0,1,24,1
1,25,18,24,0
0,2,1,24,1
2,35,4,8,0
0,49,1,24,0
0,40,1,24,0
0,0,1,24,0
0,52,2,24,0
0,65,1,24,0
0,13,1,24,0
0,43,1,24,0
0,52,3,24,0
0,60,1,24,0
0,53,1,24,0
0,53,1,24,0
0,72,3,24,0
0,14,1,24,0
0,46,2,24,0
0,60,1,24,0
0,72,1,24,0
0,41,11,24,0
0,8,2,24,0
0,33,1,24,0
0,66,1,24,0
0,32,2,24,0
0,20,1,24,0
0,32,1,24,1
1,16,1,24,0
0,52,1,24,0
0,60,15,24,0
0,71,1,24,0
0,38,13,24,0
1,12,2,24,0
0,52,14,24,0
0,64,1,24,0
0,43,16,24,0
1,34,14,24,0
0,3,2,24,0
0,54,1,24,0
0,21,16,24,0
0,1,15,24,0
0,13,1,24,0
0,70,1,24,0
0,27,2,24,1
0,68,11,24,0
1,45,2,24,0
0,60,1,24,0
1,23,34,24,0
0,29,18,24,0
0,16,1,24,0
0,22,1,24,0
0,2,1,24,0
0,44,1,24,0
0,44,1,24,0
1,45,1,24,0
0,38,2,24,0
0,55,1,24,0
0,15,2,24,0
0,62,1,24,0
0,51,1,24,0
0,72,2,24,0
0,14,1,24,0
0,50,11,24,0
0,44,1,24,0
0,21,1,24,0
0,56,17,24,0
0,24,2,24,0
0,3,1,24,0
0,16,1,24,0
0,35,1,24,0
0,53,1,24,1
0,3,26,24,1
0,55,11,24,0
2,15,2,24,0
0,23,1,24,0
0,47,1,24,0
0,43,1,24,0
0,9,13,24,0
1,24,3,24,0
0,34,3,24,0
0,31,13,24,0
0,43,1,24,0
0,12,1,24,0
0,57,1,24,0
3,9,11,24,2
0,59,12,24,0
0,7,4,24,0
4,10,13,24,0
0,50,15,24,0
0,65,11,24,0
0,8,1,24,0
0,3,4,24,2
0,49,13,24,0
0,63,1,24,0
0,35,3,24,0
0,21,1,24,0
0,40,2,24,0
0,47,1,24,0
0,19,1,24,0
0,6,1,24,0
0,18,4,24,0
0,61,11,24,0
0,0,4,24,0
0,54,3,24,0
1,20,4,24,0
0,55,12,24,0
0,12,1,24,0
0,40,2,24,0
0,37,1,24,0
0,49,4,24,0
1,11,1,24,0
0,67,4,24,0
0,58,2,24,0
1,40,1,24,0
1,29,17,24,0
0,72,13,24,0
1,40,3,24,0
0,41,1,24,0
0,62,12,24,0
1,17,3,24,0
0,35,11,24,0
0,16,2,24,0
2,16,22,24,0
0,17,1,24,0
0,41,3,24,0
1,8,30,24,3
0,18,2,24,0
0,26,4,24,0
0,57,1,24,0
0,4,2,24,0
0,10,2,24,0
0,44,1,24,0
0,62,32,24,0
0,70,12,24,0
0,39,1,24,0
1,1,2,24,1
0,40,3,24,0
0,33,3,24,0
0,14,24,24,1
0,67,1,24,0
0,32,3,24,0
0,16,1,24,0
0,55,1,24,0
0,16,3,24,0
0,71,4,24,0
0,24,1,24,0
0,6,13,24,0
1,5,1,24,0
2,5,1,24,0
0,23,1,24,0
0,45,2,24,0
0,5,17,24,0
0,44,4,15,0
1,18,2,24,0
0,19,1,16,0
0,60,2,24,0
4,37,2,24,2
3,3,299,24,7
0,14,2,24,0
20,40,357,22,3
20,36,247,14,4
46,39,748,7,2
142,25,252,20,17
15,41,305,2,1
169,14,756,24,37
0,5,2,24,0
0,71,1,24,0
1,23,1,24,0
0,3,1,24,0
0,46,1,24,0
1,21,1,24,0
0,68,2,24,0
0,53,1,24,0
0,71,1,24,1
0,30,1,24,0
0,2,1,24,0
0,57,1,24,0
0,11,1,24,0
0,1,1,24,0
0,53,2,24,0
0,50,1,24,0
0,57,1,24,0
0,58,2,24,0
0,64,1,24,0
0,26,2,24,0
0,68,28,24,1
2,6,1,24,0
0,42,1,24,0
12,6,14,24,0
1,31,73,24,0
1,61,52,24,0
5,14,75,24,1
2,31,78,24,0
1,67,92,24,0
0,69,1,24,0
2,46,49,24,0
0,23,86,24,0
1,47,2,24,0
0,47,1,24,0
1,13,1,24,0
0,60,40,24,0
1,16,1,24,0
0,64,2,24,0
0,64,1,24,0
0,12,34,24,0
8,20,1,24,1
0,61,1,24,0
17,30,11,24,1
0,70,15,24,0
4,17,5,24,1
0,38,28,24,1
0,53,207,24,0
0,48,3,24,0
0,0,18,24,2
0,54,53,24,0
2,7,65,24,1
0,45,17,24,0
4,17,77,24,0
0,58,2,24,0
2,24,24,24,0
3,38,54,24,0
0,52,3,24,0
0,39,1,24,0
0,56,3,24,0
2,1,43,24,2
3,8,3,24,0
0,44,1,24,0
0,18,2,24,0
2,4,12,24,9
1,39,2,24,0
0,63,43,24,0
0,51,4,24,0
0,58,2,24,0
0,67,8,24,0
2,31,209,24,0
0,15,1,24,0
2,1,17,24,1
0,58,23,24,1
0,1,29,24,0
12,34,252,24,0
2,3,37,24,1
2,1,71,24,3
0,47,3,24,0
3,7,39,24,2
1,4,1,24,0
0,35,108,24,0
0,71,66,24,0
0,12,3,24,0
0,48,32,24,0
